student;0;6;0;3;0;1;2;1;3;0;1;1;0
problem;6;2;2;2;1;1;1;1;1;0;0;0;0
present;1;2;2;0;0;0;0;3;2;2;1;2;1
umbrella;0;7;0;2;0;0;0;6;0;2;0;0;0
time;0;5;0;0;0;0;1;2;8;0;0;0;1
public;0;8;0;1;0;2;2;0;4;1;0;2;0
network;0;7;1;2;0;0;4;1;0;0;0;0;0
enhance;0;0;3;0;2;0;4;0;1;1;0;0;0
challenge;1;0;5;2;1;1;0;6;1;2;0;0;1
write;0;1;0;3;4;0;1;4;2;0;1;1;0
researcher;0;1;2;3;0;1;3;0;1;0;0;1;0
production;0;4;1;3;0;1;0;0;2;2;2;0;1
kind;0;2;2;6;0;1;0;4;0;0;0;2;0
idea;0;0;2;4;1;0;1;2;4;2;0;0;0
experience;1;4;3;0;2;1;3;0;0;0;0;1;0
enable;1;0;2;2;0;3;6;0;0;2;2;1;1
age;0;0;2;0;4;1;0;0;3;0;0;3;0
often;1;0;2;0;0;3;5;4;0;0;0;1;0
emerge;0;0;4;1;1;1;1;1;1;5;0;0;0
design;0;0;1;3;0;5;1;2;2;0;0;0;0
creative;1;1;1;3;0;1;1;1;0;0;0;1;0
content;0;2;1;2;2;4;1;0;1;0;1;0;0
collaboration;0;0;1;1;1;2;5;0;0;1;0;2;0
technological;0;3;4;0;0;0;5;1;2;0;0;0;0
read;0;0;2;4;4;0;0;0;0;1;1;1;0
print;1;0;0;1;1;0;0;2;1;0;0;1;0
perspective;0;0;3;2;0;2;0;0;0;1;5;1;1
opportunity;0;2;2;0;1;0;2;0;2;0;2;6;0
life;0;2;1;5;1;0;0;0;0;0;0;1;0
impact;0;0;3;9;0;1;0;0;1;1;0;1;0
access;1;4;1;1;1;1;1;0;0;1;0;2;2
view;0;2;3;3;0;0;1;1;2;1;0;0;1
order;0;0;11;0;0;0;0;0;2;0;0;3;0
mode;0;0;0;1;0;0;5;1;0;4;0;2;0
environment;1;2;0;4;0;4;0;0;0;1;0;1;1
communicate;7;3;1;0;0;1;0;1;1;0;0;1;0
broadly;0;0;1;6;1;0;0;1;1;0;0;0;2
seek;0;0;2;1;0;0;6;1;0;0;0;2;0
result;3;1;1;1;0;1;0;0;0;1;0;1;1
online;1;3;2;3;3;1;0;1;1;0;0;0;0
interpretation;0;2;0;1;0;0;0;3;0;1;1;4;0
digitally;0;0;0;1;3;1;1;1;3;1;0;0;0
century;0;1;0;3;0;0;0;1;1;0;0;0;0
wide;0;1;3;2;1;0;0;3;2;0;0;0;0
source;0;2;2;0;0;0;0;0;1;0;6;3;0
philosophy;0;0;14;1;0;0;0;0;0;0;0;0;0
pattern;0;2;3;0;0;0;0;1;4;0;0;0;0
offer;0;2;0;0;0;0;3;1;1;0;0;4;0
nature;0;0;4;3;0;2;0;1;1;0;0;1;0
mind;0;0;9;1;0;1;0;2;0;0;0;1;0
electronic;0;3;4;3;0;0;0;0;1;1;0;0;0
combine;0;0;1;4;0;7;1;0;0;0;0;1;0
year;0;0;0;2;0;0;0;6;2;0;0;1;0
space;0;5;0;3;0;0;0;3;0;0;0;1;1
software;0;3;0;0;0;1;5;1;0;0;0;1;0
simply;0;2;2;1;1;1;1;2;2;0;0;0;0
publish;0;3;2;1;0;0;1;2;2;1;0;2;0
provide;0;3;6;1;0;1;0;1;0;1;0;0;0
place;0;0;1;2;0;0;0;8;0;1;0;0;0
modern;0;0;4;1;0;4;2;0;1;1;1;0;0
innovative;3;0;0;0;0;1;1;0;1;3;0;1;2
expand;0;2;2;1;2;1;0;1;1;0;1;0;1
evolve;0;0;0;3;0;0;0;1;1;7;0;2;0
describe;0;2;2;0;0;0;0;5;0;2;0;1;1
born;0;1;0;5;2;0;1;1;2;0;0;0;0
transform;0;2;1;1;0;0;1;1;1;0;3;1;2
topic;0;0;3;2;0;3;2;0;0;2;0;0;0
society;0;1;1;1;0;1;0;0;0;0;1;2;1
record;0;0;5;0;0;1;1;0;0;1;0;2;1
produce;0;2;0;3;0;2;0;0;2;1;0;0;0
potential;0;0;1;2;0;3;1;0;1;0;0;3;0
pedagogy;0;1;1;0;0;0;1;0;0;1;0;0;2
literary;0;0;1;10;0;0;0;0;0;0;0;0;0
level;0;0;3;1;0;1;1;1;0;1;0;0;1
large;0;1;1;1;2;1;0;0;3;0;0;0;1
interaction;0;0;2;3;1;1;1;1;1;1;0;0;0
future;0;0;1;1;0;0;7;0;0;0;0;0;0
english;0;0;4;6;0;0;0;0;0;0;0;0;0
engagement;1;0;2;1;0;1;0;1;0;2;1;2;0
dissemination;0;0;0;0;0;3;1;0;0;1;0;4;1
condition;0;5;3;2;0;0;0;0;0;0;1;0;1
web;4;3;0;2;0;1;2;0;0;0;0;0;0
visualization;0;2;1;2;0;3;1;1;1;0;0;1;0
variety;0;0;4;0;0;0;0;0;1;3;0;0;1
specific;3;0;1;0;0;2;0;0;0;1;1;2;0
sense;0;0;1;0;3;0;0;4;1;0;0;0;0
realm;0;0;2;2;1;2;0;0;1;1;0;0;1
participate;0;3;3;1;0;0;0;0;3;0;1;0;0
machine;2;0;3;3;0;0;0;0;0;0;0;0;0
increase;0;1;1;3;0;1;2;0;0;1;0;0;0
heritage;0;1;0;5;0;0;0;0;1;0;0;1;1
exploration;0;1;1;0;1;0;0;0;0;4;1;0;1
day;0;0;0;0;1;0;0;1;3;0;0;3;1
context;0;0;0;1;1;0;0;1;2;2;1;2;0
broad;0;0;0;4;0;0;1;1;0;0;0;5;1
attempt;1;1;1;2;0;0;0;0;0;1;0;0;1
aspect;0;1;0;1;0;1;6;0;1;0;0;2;0
archive;0;2;1;1;0;1;2;1;1;0;0;0;1
analog;0;5;0;1;1;0;2;0;2;0;0;0;1
technical;0;3;0;2;2;0;1;1;0;0;0;0;0
represent;1;1;0;0;0;0;0;1;2;0;0;0;1
relationship;0;2;3;3;0;0;0;0;1;2;0;0;0
practitioner;0;1;3;0;0;1;3;1;1;0;0;1;0
power;0;1;5;0;0;1;1;0;0;0;0;1;0
point;0;2;0;0;0;1;0;0;4;1;0;0;0
investigate;6;1;0;1;0;0;1;0;0;0;0;1;0
individual;0;2;1;2;0;0;2;0;1;0;0;0;0
incorporate;0;0;1;1;0;0;1;0;2;3;1;0;0
important;0;0;3;0;1;1;0;1;2;0;0;0;0
image;1;5;0;4;0;0;0;1;0;0;0;0;0
historian;0;1;0;0;1;0;1;1;0;0;0;0;0
expression;2;3;0;0;0;0;1;1;1;0;0;0;0
encompass;1;0;1;2;0;0;1;1;1;1;0;1;2
audience;0;2;2;0;0;0;0;2;2;0;0;2;0
advance;1;1;1;1;0;0;1;0;0;0;0;0;0
value;0;0;1;4;1;0;0;0;2;0;0;0;0
role;0;0;1;2;1;0;1;1;0;1;0;0;0
program;0;1;0;0;1;2;1;1;1;0;0;0;0
preservation;0;1;0;1;0;2;4;0;0;0;1;0;0
possibility;0;1;0;2;0;1;2;0;0;0;0;2;1
past;1;2;0;0;0;0;1;0;0;0;1;0;1
long;1;1;1;3;0;1;1;1;1;0;0;0;0
limit;0;0;5;0;0;0;1;0;1;1;0;0;0
issue;0;2;1;3;0;1;0;0;1;0;0;0;0
interpret;0;1;1;0;0;0;0;1;2;0;0;5;0
internet;1;4;1;0;0;2;1;0;0;0;0;0;1
inform;1;0;0;0;1;0;0;0;1;2;0;0;0
increasingly;0;0;2;1;2;0;0;1;1;0;1;0;0
great;0;0;2;0;0;0;0;1;1;0;1;0;0
facilitate;0;0;0;1;0;3;3;0;0;1;0;0;0
exist;0;0;1;4;2;0;1;0;0;0;0;1;1
examine;0;1;1;3;0;4;0;0;0;0;0;0;0
education;0;1;0;0;0;0;0;0;0;4;0;1;0
current;0;0;2;3;2;0;0;1;0;0;0;0;0
cover;0;1;1;2;0;1;0;0;0;2;0;0;0
corpus;2;0;2;3;0;0;0;0;0;0;0;3;0
contribute;1;1;2;2;1;1;0;1;0;0;0;0;0
connect;0;1;0;2;0;0;0;1;1;0;0;0;0
collection;0;5;1;0;0;0;0;1;0;0;0;1;0
collaborate;0;8;0;0;0;0;0;0;0;0;0;1;0
call;0;1;0;1;7;0;0;0;0;0;1;0;0
big;0;2;0;0;0;0;0;2;4;0;0;0;0
add;0;2;0;1;0;0;0;4;1;1;1;0;0
user;0;2;1;1;1;0;0;0;1;0;0;0;0
put;0;0;2;0;1;0;0;0;6;0;0;0;0
pursuit;0;0;4;0;0;0;0;0;0;2;1;1;0
purpose;1;0;1;3;0;0;0;0;3;0;0;0;0
publication;0;2;0;1;0;0;1;1;0;2;0;1;0
presentation;1;1;0;0;0;2;0;0;0;5;0;0;0
play;0;1;1;2;3;0;1;1;0;0;0;0;0
model;1;0;1;1;0;0;0;0;0;0;1;0;1
mine;0;2;3;1;0;0;0;0;1;0;1;0;0
methodological;0;2;0;2;1;0;0;3;0;0;0;0;1
meet;0;1;0;1;0;0;1;3;0;0;0;1;0
investigation;0;0;0;1;0;0;0;1;0;1;0;1;2
intersect;5;0;0;1;0;1;0;0;0;1;0;0;0
insight;2;1;3;0;0;0;1;1;1;0;0;0;0
http;0;0;0;0;0;0;0;1;0;1;7;0;0
give;0;0;2;2;0;1;0;0;0;0;0;3;0
game;0;0;1;5;0;0;0;0;1;0;0;0;0
excite;2;1;1;0;0;0;0;0;1;0;0;1;0
encourage;0;0;1;2;0;6;0;0;0;0;0;0;0
embrace;0;1;0;1;0;0;2;1;2;0;0;1;0
disseminate;0;0;0;0;0;4;1;1;1;0;0;2;0
contemporary;0;0;1;1;0;0;0;0;1;1;0;0;0
case;0;0;0;1;0;1;0;2;1;1;0;0;0
boundary;0;1;1;1;1;0;1;2;0;0;0;0;0
book;0;0;0;4;0;0;0;0;0;0;0;0;0
artifact;0;1;3;2;0;0;0;0;1;0;0;0;0
analyse;4;0;0;3;0;0;0;0;0;0;0;2;0
address;4;0;1;0;0;1;2;0;0;0;0;0;0
act;0;1;1;1;1;0;0;0;2;0;0;1;1
word;0;2;0;2;1;0;0;0;1;0;0;0;0
type;2;0;2;0;0;1;0;0;1;0;0;0;1
traditionally;0;0;4;2;0;1;0;0;0;0;0;1;0
today;0;3;2;0;0;0;0;0;0;0;0;1;0
theoretical;0;0;0;2;2;0;1;1;1;0;0;0;0
system;0;0;5;0;0;1;0;0;0;0;1;0;0
structure;2;1;0;2;1;0;0;0;0;0;0;0;0
simple;0;1;0;0;0;1;0;1;0;0;1;4;0
representation;0;0;0;0;0;0;1;3;1;1;0;0;0
range;1;2;0;1;0;0;0;0;1;0;0;0;0
pursue;0;0;1;0;0;2;0;0;0;0;2;1;1
press;0;0;1;0;0;1;0;0;1;1;0;0;0
prefer;0;0;2;4;0;0;1;0;0;0;0;0;1
praxis;1;0;0;1;0;0;0;1;2;0;0;0;0
practical;1;1;1;0;1;1;0;0;1;0;0;0;0
platform;1;1;1;2;0;0;0;0;0;1;0;0;0
physical;0;2;1;0;0;0;1;1;1;0;0;0;0
paradigm;1;0;0;3;0;0;0;0;0;1;1;0;1
mediate;0;0;1;0;0;0;1;0;1;0;0;0;1
improve;0;0;0;0;1;0;0;0;0;0;0;7;0
implication;0;5;0;0;2;0;0;0;0;0;0;0;0
identify;0;0;0;0;0;0;1;1;5;0;0;0;0
historical;0;0;1;2;0;0;1;0;0;0;2;1;0
global;0;0;1;2;0;0;0;0;0;0;0;0;1
general;2;1;1;0;0;1;0;1;2;0;0;0;0
full;0;0;5;0;1;0;0;1;0;0;0;0;0
force;0;2;1;0;0;1;0;1;2;0;0;0;0
extend;2;0;3;1;0;0;0;0;0;1;0;0;0
document;0;1;1;2;0;0;1;0;1;2;0;0;0
academy;0;0;0;4;0;0;0;0;3;0;0;0;0
ability;0;1;3;2;0;0;0;0;0;0;0;0;1
utilize;1;0;1;0;0;1;1;1;0;1;0;1;0
unique;0;0;0;1;0;0;2;0;1;0;1;0;0
undertake;1;1;0;1;1;1;0;0;0;1;0;1;0
ultimately;0;0;2;0;0;0;2;3;0;0;0;0;0
turn;0;1;1;1;0;0;0;0;2;0;1;0;0
teacher;0;4;0;1;0;0;0;0;0;0;0;0;0
task;0;2;2;0;0;0;0;2;0;0;0;0;0
start;0;0;0;6;0;0;0;0;0;0;0;0;0
separate;0;4;0;0;1;0;0;1;1;0;0;0;0
remain;0;0;0;1;0;0;0;6;0;0;0;0;0
reflection;0;3;0;1;0;0;0;0;1;0;0;0;0
reflect;0;0;1;2;0;0;0;0;1;0;1;2;0
necessarily;0;0;0;0;0;1;2;0;1;1;1;1;0
music;0;0;5;0;0;0;0;0;1;0;0;0;0
move;0;0;1;1;0;0;0;1;1;0;0;1;0
moment;0;1;0;0;1;0;0;0;0;0;1;1;0
matter;0;1;2;0;0;0;0;0;2;0;0;0;0
link;0;2;0;3;0;0;1;0;0;0;1;0;0
lead;0;0;1;1;0;0;0;0;0;0;1;3;0
intellectual;1;0;0;4;0;0;0;0;0;0;0;1;1
integrate;1;0;0;0;1;1;1;3;0;0;0;0;0
institution;0;0;2;3;0;0;0;1;1;0;0;0;0
infrastructure;0;1;1;1;0;0;1;0;0;0;0;0;1
influence;0;0;0;0;0;0;1;1;0;1;1;0;0
group;0;0;2;1;1;0;0;0;2;0;0;0;0
generate;0;4;1;0;0;0;0;1;0;0;0;1;0
feel;0;1;2;0;0;0;0;1;3;0;0;0;0
effect;1;1;1;1;0;0;0;1;0;0;0;0;1
drive;1;2;1;0;1;0;0;2;0;0;0;0;0
diverse;0;0;0;0;0;0;1;1;1;2;0;0;0
discussion;0;1;0;0;0;1;0;1;1;0;0;0;0
difficult;0;1;1;2;0;0;0;1;1;0;0;0;0
critique;0;0;0;2;0;0;0;0;0;0;2;0;1
criticism;0;0;0;5;0;0;1;0;0;0;0;0;0
constantly;1;0;0;0;0;0;0;0;0;3;0;3;0
conduct;1;0;1;0;0;1;1;1;0;1;0;0;0
commitment;0;0;0;0;0;0;0;4;2;0;0;0;0
combination;0;0;1;1;1;0;0;0;0;0;1;2;0
break;0;0;0;0;0;1;0;0;0;0;0;3;0
bear;0;0;0;0;0;0;1;1;0;1;0;0;0
archival;0;1;0;1;1;1;1;0;0;1;0;1;0
aim;0;0;1;0;0;3;0;0;0;0;0;0;1
aid;0;1;1;2;0;0;0;1;0;0;0;0;0
academia;0;0;1;2;0;0;0;0;1;1;0;0;1
www;0;0;0;2;0;0;0;0;0;1;3;0;0
video;0;0;0;4;0;0;0;0;1;0;0;0;0
university;0;0;0;4;0;0;0;0;0;0;0;0;0
sociology;0;0;4;1;0;0;0;0;0;0;0;0;0
shift;0;0;0;1;0;0;1;1;1;0;0;0;0
service;0;0;0;0;0;0;0;0;1;2;0;0;1
scientist;0;1;0;0;1;0;1;1;0;0;0;0;0
scale;0;1;2;0;0;1;0;0;1;0;0;0;0
right;0;0;2;2;0;0;0;1;0;0;0;0;0
rethink;0;0;0;0;0;1;0;0;1;1;0;2;0
quantitative;1;0;1;3;0;0;0;0;1;0;0;0;0
opinion;0;0;0;2;0;1;1;0;1;0;0;0;0
multiple;1;1;1;0;0;1;0;1;0;1;0;0;0
m;0;0;2;2;1;0;0;1;0;0;0;0;0
lot;0;1;0;1;0;0;1;1;2;0;0;0;0
live;0;0;1;0;1;0;1;1;0;0;0;0;0
interactive;0;1;2;1;0;1;0;0;1;0;0;0;0
interact;0;0;0;2;0;0;1;1;0;0;0;1;1
institutional;0;0;0;0;0;0;0;2;3;0;0;0;0
ict;1;0;0;0;0;0;0;0;0;1;0;0;2
good;0;0;0;2;0;0;0;0;1;0;0;1;1
goal;0;0;1;1;2;0;0;2;0;0;0;0;0
evolution;0;0;0;0;0;0;0;0;0;2;0;0;1
epistemological;1;1;1;1;0;0;0;0;1;0;0;0;0
engineer;1;1;0;1;0;1;0;0;0;0;0;0;0
emergent;1;0;1;1;0;1;0;0;0;1;0;0;0
embody;0;0;0;1;1;0;0;0;0;1;1;0;0
edition;0;0;0;0;2;0;0;1;1;0;0;0;0
easily;0;1;1;0;0;1;0;0;1;0;0;0;1
distinguish;0;0;2;0;0;0;0;2;1;0;0;0;0
discover;1;0;0;1;1;0;0;0;0;1;0;0;1
department;0;0;0;4;0;0;0;0;0;0;0;0;0
critically;0;0;2;1;0;1;0;0;2;0;0;0;0
core;0;1;1;1;0;0;1;0;0;2;0;0;0
convergence;0;1;0;4;0;0;0;0;0;0;0;0;0
component;0;0;0;2;0;0;0;0;0;0;0;2;1
complex;0;0;0;1;0;0;0;1;0;0;0;3;0
complete;0;0;0;2;0;2;0;0;1;0;0;1;0
code;0;2;0;1;0;0;0;0;3;0;0;0;0
borrow;1;0;0;0;0;0;0;1;2;0;0;0;0
bite;0;0;0;0;2;1;0;2;1;0;0;0;0
benefit;0;0;0;1;0;1;1;0;0;1;0;1;1
begin;0;0;0;4;0;0;0;0;0;0;0;0;0
advantage;0;0;2;0;0;0;1;0;0;1;0;1;1
writer;0;0;1;1;1;0;0;1;0;0;0;0;0
website;0;0;0;1;1;0;0;0;0;1;1;1;0
visualize;0;2;0;0;0;0;1;0;1;0;0;0;0
visual;0;0;1;2;0;0;1;0;0;0;0;0;0
vague;0;0;1;1;0;0;0;2;0;0;0;0;0
understanding;0;0;0;1;0;1;0;0;0;0;1;0;0
uncover;2;0;1;0;0;0;0;0;0;0;0;0;0
transformation;0;1;0;0;0;0;1;1;1;0;0;0;0
tradition;1;0;0;1;0;0;0;0;0;0;2;1;0
theorize;0;1;0;1;0;0;0;0;0;1;0;0;0
textual;0;1;0;2;0;0;1;0;0;0;0;0;0
synthesis;1;0;0;1;0;0;0;0;0;1;1;0;0
subset;0;0;0;0;0;0;1;1;2;0;1;0;0
stuff;0;0;0;1;0;0;0;1;1;0;0;0;0
skill;0;1;1;3;0;0;0;0;0;0;0;0;0
short;0;0;0;4;0;0;0;1;0;0;0;0;0
relevant;0;0;0;0;1;0;1;1;0;0;0;2;0
refer;0;0;0;2;0;0;0;2;0;0;1;0;0
real;0;1;0;0;1;1;0;1;0;0;1;0;0
promote;1;1;0;0;1;1;0;0;0;1;0;0;0
previously;0;4;0;0;0;0;0;0;0;0;0;1;0
powerful;1;0;1;2;0;0;0;0;0;0;0;0;1
pedagogical;0;0;0;1;0;1;1;0;0;1;0;1;0
outcome;0;0;1;0;0;1;0;1;0;0;0;0;0
organize;0;0;1;0;0;0;0;2;1;0;0;1;0
ongoing;0;0;0;0;0;3;0;0;1;0;0;0;0
norm;0;0;0;1;0;0;0;1;1;0;0;0;0
movement;0;0;0;1;1;1;0;0;1;0;1;0;0
literacy;0;0;1;2;0;0;0;1;1;0;0;0;0
librarian;0;1;0;0;0;0;1;2;1;0;0;0;0
liberal;0;0;0;1;0;1;1;0;0;1;0;0;0
leave;0;0;2;1;1;0;0;0;0;0;0;1;0
late;0;1;0;0;0;0;0;0;0;0;0;2;0
largely;0;0;0;1;0;0;0;1;1;0;0;0;0
interconnect;0;1;0;0;0;0;1;0;0;1;0;0;0
integration;1;0;0;0;0;0;1;0;0;1;0;1;0
innovation;0;1;1;2;0;0;0;0;0;0;0;0;0
informatics;0;0;1;0;0;1;0;1;0;1;0;0;0
imply;0;0;0;0;0;3;2;0;0;0;0;0;0
imagine;0;0;1;0;0;0;1;0;0;2;0;0;0
huge;0;0;0;4;0;1;0;0;0;0;0;0;0
hard;0;0;0;0;1;0;0;1;1;0;0;0;0
gather;0;0;1;0;0;0;1;0;0;0;0;0;1
gain;0;2;1;0;0;0;0;1;1;0;0;0;0
function;0;1;0;0;0;1;0;0;0;0;0;0;1
finding;0;1;0;0;0;3;0;0;0;0;0;0;0
extension;0;1;2;0;0;0;0;0;0;1;0;1;0
expertise;0;0;0;0;0;3;0;2;0;0;0;0;0
essentially;1;0;0;0;1;0;0;1;1;0;0;1;0
endeavor;0;1;0;0;0;0;1;0;0;2;0;0;0
encode;0;1;3;1;0;0;0;0;0;0;0;0;0
educational;0;1;1;1;0;0;0;0;0;1;0;0;0
discourse;0;0;2;2;0;0;0;1;0;0;0;0;0
disciplinary;1;0;0;0;1;0;1;0;0;1;0;0;0
digitize;0;0;1;0;0;1;1;0;0;1;0;0;0
determine;0;1;1;0;1;0;0;0;1;0;0;0;0
depend;0;0;0;1;0;0;0;1;3;0;0;0;0
deep;0;0;0;1;4;0;0;0;0;0;0;0;0
database;0;0;1;2;0;0;1;0;0;0;0;0;0
cross;0;0;1;1;0;0;1;0;0;1;0;0;0
connection;0;3;1;0;0;0;0;0;0;1;0;0;0
conceive;0;1;0;2;0;1;0;0;0;0;0;1;0
computation;1;1;0;0;0;0;0;2;0;0;0;0;0
common;0;1;1;0;0;0;0;1;1;0;0;1;0
commit;0;3;0;0;0;1;0;0;1;0;0;0;0
collect;0;2;0;0;0;0;0;1;1;0;0;0;0
classroom;0;0;1;1;0;0;0;0;0;0;1;0;0
capability;0;1;1;1;0;0;1;0;0;0;0;0;0
blog;0;1;0;0;0;0;0;0;0;0;1;2;0
basic;0;0;3;0;0;0;1;0;0;0;0;0;0
back;0;0;1;1;0;0;0;0;0;0;0;1;0
assist;0;0;0;0;0;0;2;1;0;0;0;0;0
array;1;1;0;1;0;0;0;1;0;0;0;1;0
affordances;0;0;1;0;1;0;1;0;1;0;0;0;1
accessible;0;0;2;0;1;1;0;0;1;0;0;0;0
willingness;0;1;0;1;0;0;1;0;1;0;0;0;0
transfer;0;0;2;1;0;0;0;0;0;0;1;0;0
thinker;0;1;2;1;0;0;0;0;0;0;0;0;0
theorise;0;1;0;0;0;0;0;0;0;0;0;1;1
tell;0;0;1;2;0;0;0;0;0;0;0;1;0
strong;0;0;0;1;0;0;1;0;1;0;0;0;0
storage;0;0;2;0;0;0;1;0;0;0;0;0;0
state;0;0;1;0;0;0;1;1;0;0;0;1;0
special;0;1;0;0;0;0;0;0;1;0;0;0;1
solve;0;0;0;0;0;1;0;1;0;0;0;0;1
shape;0;0;0;0;0;0;1;0;1;0;0;1;0
rich;0;0;1;1;0;0;0;0;1;0;0;0;0
respond;1;0;0;1;0;0;0;0;1;0;1;0;0
relation;0;0;0;1;0;0;0;0;1;1;0;1;0
redefine;1;1;0;0;0;0;0;0;0;0;0;2;0
quest;0;1;0;0;0;0;0;0;1;0;0;1;1
qualitative;0;0;0;2;0;0;0;0;0;1;0;0;0
professional;0;0;1;1;1;1;0;0;0;0;0;0;0
