"V1";"V2";"V3";"V4";"V5";"V6"
"***";"nb classes";"13";"***";"";""
"**";"classe";"1";"**";"";""
"****";"38";"649";"5.86";"****";""
"0";" 68";"0.00";"-4.724";"think";"0.02974260"
"4";"157";"2.55";"-4.110";"dh";"0.04263678"
"6";"177";"3.39";"-2.683";"tool";"0.10139678"
"0";" 38";"0.00";"-2.510";"history";"0.11310280"
"2";" 90";"2.22";"-2.502";"work";"0.11371470"
"0";" 36";"0.00";"-2.370";"include";"0.12365213"
"0";" 35";"0.00";"-2.301";"cultural";"0.12930391"
"0";" 35";"0.00";"-2.301";"thing";"0.12930391"
"0";" 35";"0.00";"-2.301";"art";"0.12930391"
"0";" 32";"0.00";"-2.093";"answer";"0.14793666"
"0";" 32";"0.00";"-2.093";"activity";"0.14793666"
"0";" 31";"0.00";"-2.025";"form";"0.15475966"
"*****";"*";"*";"*";"*";"*"
" 0";" 99";"0.00";"-7.265";"on";"0.007029557"
" 6";"227";"2.64";"-6.534";"that";"0.010583893"
" 4";"180";"2.22";"-5.964";"for";"0.014602283"
" 1";"105";"0.95";"-5.462";"an";"0.019429782"
" 0";" 55";"0.00";"-3.737";"at";"0.053208891"
" 3";"129";"2.33";"-3.639";"it";"0.056452259"
" 0";" 50";"0.00";"-3.369";"what";"0.066424918"
" 0";" 49";"0.00";"-3.296";"do";"0.069434460"
" 6";"185";"3.24";"-3.202";"as";"0.073528068"
"12";"293";"4.10";"-3.000";"is";"0.083252841"
" 1";" 66";"1.52";"-2.511";"can";"0.113087576"
" 0";" 37";"0.00";"-2.440";"their";"0.118256079"
" 1";" 64";"1.56";"-2.373";"me";"0.123411166"
" 0";" 35";"0.00";"-2.301";"those";"0.129303905"
" 0";" 33";"0.00";"-2.162";"just";"0.141430852"
" 0";" 32";"0.00";"-2.093";"who";"0.147936662"
" 0";" 32";"0.00";"-2.093";"us";"0.147936662"
"*";"*";"*";"*";"*";"*"
"**";"classe";"2";"**";"";""
"****";"49";"649";"7.55";"****";""
"30";"497";"6.04";"-6.967";"humanity";"0.008300795"
" 0";" 72";"0.00";"-6.614";"practice";"0.010119570"
" 1";" 78";"1.28";"-4.990";"discipline";"0.025493150"
" 3";"106";"2.83";"-4.043";"method";"0.044342062"
" 2";" 81";"2.47";"-3.423";"define";"0.064292575"
" 1";" 60";"1.67";"-3.279";"scholarship";"0.070191179"
" 3";" 97";"3.09";"-3.246";"field";"0.071593620"
" 0";" 36";"0.00";"-3.113";"computational";"0.077686035"
" 0";" 36";"0.00";"-3.113";"develop";"0.077686035"
" 0";" 33";"0.00";"-2.839";"engage";"0.091979984"
" 1";" 54";"1.85";"-2.740";"application";"0.097867778"
" 0";" 26";"0.00";"-2.212";"ask";"0.136945688"
" 1";" 47";"2.13";"-2.134";"methodology";"0.144027630"
" 0";" 24";"0.00";"-2.035";"process";"0.153687498"
" 0";" 24";"0.00";"-2.035";"find";"0.153687498"
" 0";" 24";"0.00";"-2.035";"base";"0.153687498"
"*****";"*";"*";"*";"*";"*"
"0";"35";"0.00";"-3.021";"within";"0.08217921"
"0";"28";"0.00";"-2.390";"such";"0.12213166"
"1";"49";"2.04";"-2.305";"do";"0.12898149"
"*";"*";"*";"*";"*";"*"
"10";"194";"5.15";"-2.275";"*year_2012-01-01";"0.1314904"
"**";"classe";"3";"**";"";""
"****";"54";"649";"8.32";"****";""
"0";" 60";"0.00";"-6.000";"scholarship";"0.01430518"
"9";"201";"4.48";"-5.637";"research";"0.01758433"
"1";" 69";"1.45";"-4.779";"teach";"0.02881348"
"0";" 33";"0.00";"-3.155";"engage";"0.07567604"
"0";" 33";"0.00";"-3.155";"object";"0.07567604"
"8";"157";"5.10";"-2.824";"dh";"0.09288742"
"1";" 49";"2.04";"-2.740";"humanistic";"0.09786778"
"0";" 24";"0.00";"-2.262";"find";"0.13260052"
"0";" 23";"0.00";"-2.164";"creation";"0.14126838"
"*****";"*";"*";"*";"*";"*"
"*";"*";"*";"*";"*";"*"
"9";"194";"4.64";"-4.916";"*year_2012-01-01";"0.02660758"
"**";"classe";"4";"**";"";""
"****";"69";"649";"10.63";"****";""
"12";"201";"5.97";"-6.660";"research";"0.009862695"
" 2";" 80";"2.50";"-6.350";"traditional";"0.011735412"
" 0";" 43";"0.00";"-5.478";"inquiry";"0.019251778"
" 4";" 94";"4.26";"-4.704";"question";"0.030096550"
" 0";" 33";"0.00";"-4.136";"engage";"0.041975889"
" 0";" 28";"0.00";"-3.481";"world";"0.062068737"
" 0";" 26";"0.00";"-3.222";"build";"0.072646394"
" 0";" 26";"0.00";"-3.222";"communication";"0.072646394"
" 0";" 25";"0.00";"-3.093";"resource";"0.078615511"
" 2";" 54";"3.70";"-2.975";"application";"0.084536043"
" 0";" 24";"0.00";"-2.965";"process";"0.085094400"
"11";"157";"7.01";"-2.865";"dh";"0.090536098"
" 0";" 21";"0.00";"-2.582";"collaborative";"0.108097518"
" 1";" 33";"3.03";"-2.114";"involve";"0.145921733"
" 0";" 17";"0.00";"-2.077";"time";"0.149552028"
" 0";" 17";"0.00";"-2.077";"opportunity";"0.149552028"
"*****";"*";"*";"*";"*";"*"
"0";"18";"0";"-2.202";"could";"0.1377903"
"0";"17";"0";"-2.077";"possible";"0.1495520"
"*";"*";"*";"*";"*";"*"
"**";"classe";"5";"**";"";""
"****";"28";"649";"4.31";"****";""
" 0";" 80";"0.00";"-4.114";"traditional";"0.04252381"
"17";"497";"3.42";"-4.107";"humanity";"0.04271568"
" 3";"177";"1.69";"-4.045";"tool";"0.04430100"
" 0";" 77";"0.00";"-3.939";"compute";"0.04717377"
" 0";" 60";"0.00";"-2.981";"scholarship";"0.08425253"
" 1";" 94";"1.06";"-2.813";"question";"0.09348453"
" 0";" 54";"0.00";"-2.656";"human";"0.10317579"
" 0";" 54";"0.00";"-2.656";"application";"0.10317579"
" 0";" 50";"0.00";"-2.443";"definition";"0.11807953"
" 0";" 48";"0.00";"-2.337";"datum";"0.12632427"
" 0";" 47";"0.00";"-2.285";"methodology";"0.13066280"
" 0";" 44";"0.00";"-2.128";"approach";"0.14461234"
" 0";" 44";"0.00";"-2.128";"scholar";"0.14461234"
" 0";" 43";"0.00";"-2.076";"information";"0.14959453"
"*****";"*";"*";"*";"*";"*"
"17";"499";"3.41";"-4.307";"the";"0.03794974"
"18";"502";"3.59";"-2.851";"and";"0.09134016"
" 3";"156";"1.92";"-2.845";"with";"0.09168443"
"17";"478";"3.56";"-2.524";"of";"0.11213123"
"*";"*";"*";"*";"*";"*"
"5";"194";"2.58";"-2.022";"*year_2012-01-01";"0.1549881"
"**";"classe";"6";"**";"";""
"****";"45";"649";"6.93";"****";""
